nr	P	Pdb	h	a	a_occ	R	time	R_ref
#iterations=10 pstart=0 pend=2 pnum=200 L=4 Ku=4 time_scale=100
				[ 1. -0. -1.  0. -0.  1.  0. -0.]	1			
				[ 0. -0.  0.  1.  0. -0.  0. -0.]	1			
94	 8.80	 9.45	std	[ 0. -0. -0.  0. -1. -0. -0.  0.]	2	 0.53	 0.74	 0.15
				[ 1.  0. -0. -0.  0.  0. -0.  0.]	2			
				[ 0. -0. -1.  0. -0.  0.  0.  0.]	1			
				[ 0. -0.  0.  1. -0. -0. -0. -0.]	1			
				[ 0. -0. -0. -0.  0. -0. -0. -1.]	1			
				[-0.  1.  0. -0. -1. -1.  0.  0.]	1			
				[ 0. -1.  0.  0.  0.  0.  0. -0.]	1			
				[-0. -0.  0. -0.  0. -0.  0.  1.]	1			
95	 9.01	 9.55	std	[ 0.  0.  0. -0.  0.  0.  1. -0.]	1	 0.50	 0.74	 0.09
				[ 0.  1.  0. -0.  0.  0. -0.  0.]	1			
				[ 0.  0. -0.  0.  0. -0. -1. -0.]	1			
				[-1. -0.  0.  1. -1.  0. -1.  1.]	1			
				[-1.  0.  0. -0.  1.  1.  0.  1.]	1			
				[-0.  0.  0. -0. -1. -0.  0. -0.]	1			
				[-1. -0.  0. -0. -0.  0.  0.  0.]	1			
				[-0.  1. -1.  1. -1.  0.  0. -1.]	1			
				[ 1. -1. -1.  0.  0. -0.  0.  1.]	1			
				[ 0. -0. -0. -0.  0.  1.  0.  0.]	1			
96	 9.22	 9.65	std	[ 0.  1.  0.  0.  0.  0. -0.  0.]	1	 0.54	 0.77	 0.15
				[-0.  0. -0. -0. -1. -0. -0.  0.]	1			
				[-0. -1. -1.  0. -0.  0.  0.  0.]	1			
				[ 1.  1. -0. -0. -1. -0. -0.  0.]	1			
				[-1. -2.  0.  2. -1. -0. -2. -0.]	1			
				[-0.  0. -0. -0.  1. -0.  1.  1.]	1			
				[ 0.  1. -0. -1. -1.  1. -0. -0.]	1			
				[ 1.  0. -0.  0.  0.  0. -0.  0.]	1			
				[-1. -0.  0.  0.  0. -1. -0.  1.]	1			
				[-0.  0. -0.  0. -0. -1.  0. -0.]	1			
97	 9.44	 9.75	std	[-2. -1. -1.  2.  0. -1.  1. -2.]	1	 0.61	 0.76	 0.00
				[ 1.  1. -0. -1. -1. -1.  1.  1.]	1			
				[-1.  0. -0.  0.  0. -1. -1. -1.]	1			
				[ 0.  0. -1.  0. -0.  0.  0. -0.]	1			
				[ 0.  0.  0.  0. -0. -1. -0. -0.]	1			
				[-0. -0. -0.  0.  0.  0. -1. -0.]	1			
				[-0. -1. -0.  0. -0.  0.  0.  0.]	1			
				[ 1.  1. -0. -0. -0. -1.  2. -2.]	1			
				[-0. -0.  1.  0. -0.  0.  0. -0.]	1			
				[-1.  1. -0.  1.  0. -0.  0. -1.]	1			
98	 9.66	 9.85	std	[ 0. -0.  1. -0. -0. -0.  0.  0.]	2	 0.47	 0.72	 0.13
				[ 0.  0. -0. -1. -0.  0. -0.  0.]	1			
				[ 0. -0. -1. -1.  1. -0. -0. -2.]	1			
				[-0.  0. -0. -0.  1. -0. -0.  0.]	1			
				[ 0.  0. -0.  1.  0. -1. -0.  1.]	1			
				[ 0.  0. -0.  1. -0.  0.  0.  0.]	1			
				[ 0. -0. -0.  0. -0.  0. -0. -1.]	1			
				[ 1.  1. -1.  0.  0. -1. -0.  1.]	1			
				[ 0.  0. -0.  0.  0. -1.  0. -0.]	1			
99	 9.88	 9.95	std	[-0. -1. -0.  0.  0. -0.  0.  0.]	2	 0.55	 0.78	 0.19
				[-0.  0. -0. -1. -0.  0. -0.  0.]	2			
				[ 0.  0.  0.  0.  0. -0.  0. -1.]	1			
				[ 0. -0.  1.  0.  0.  1. -0. -1.]	1			
				[-0.  1.  0. -1.  0. -0. -1.  0.]	1			
				[-0. -1.  0.  1. -0. -0. -0.  0.]	1			
				[ 1. -1. -0.  0.  0.  1. -1. -0.]	1			
				[ 1.  1. -1. -1.  1.  1.  0. -0.]	1			
100	 10.12	 10.05	std	[ 0.  0. -0. -0. -0.  0.  1.  0.]	1	 0.59	 0.75	 0.15
				[ 0. -1. -0. -0.  0.  0.  1.  1.]	1			
				[-0.  0.  0. -1.  0.  1.  0.  0.]	1			
				[-0. -0.  0.  0. -1.  0. -0. -0.]	1			
				[-2. -1. -2. -0.  2. -1.  1.  2.]	1			
				[ 0. -0.  0. -0.  1. -0. -0.  0.]	1			
				[ 0. -1.  0. -0.  0. -0. -0.  0.]	1			
				[ 0.  0. -0. -0. -1. -0. -1. -0.]	1			
				[ 1. -0. -1.  1.  0.  0.  0.  0.]	1			
				[-0.  1.  1.  0.  1. -1.  1.  1.]	1			
101	 10.35	 10.15	std	[ 1.  1.  1.  0.  0.  0. -0.  0.]	1	 0.56	 0.78	 0.09
				[-1. -0. -0.  1. -1.  0. -1. -1.]	1			
				[-0.  1.  0.  0.  0. -0.  0.  0.]	1			
				[ 0. -0. -0.  0.  0.  0. -0.  1.]	1			
				[ 0. -0. -0.  0. -0.  1.  1. -1.]	1			
				[ 1.  0. -0. -1. -1. -0. -1. -0.]	1			
				[ 0. -0. -0. -0. -0. -0.  1.  0.]	1			
				[-0. -1.  0. -1. -0. -1.  0. -0.]	1			
				[-0. -0. -0.  0.  1. -0.  0.  0.]	1			
				[-0. -2.  1. -0.  0. -1.  1.  0.]	1			
102	 10.60	 10.25	std	[ 0. -0.  0.  0.  0.  0.  0.  1.]	3	 0.40	 0.75	 0.19
				[-0. -0. -0. -1. -0.  0.  0. -0.]	1			
				[ 0.  1. -0. -1. -0. -1.  1.  0.]	1			
				[ 0. -0.  1. -0.  0.  0. -0. -0.]	1			
				[ 0. -1. -0. -1.  0. -1. -1. -1.]	1			
				[-0.  0.  0.  0. -0. -0.  1.  0.]	1			
				[ 0.  0. -0.  1.  0. -1.  1. -0.]	1			
				[ 0.  1. -1. -1. -0.  1.  1.  1.]	1			
103	 10.84	 10.35	std	[-0. -0.  1. -0.  0. -0.  0.  0.]	2	 0.56	 0.77	 0.21
				[ 1. -1.  1.  0.  1. -1.  0.  0.]	1			
				[-0.  0. -1. -0.  0.  0. -1.  0.]	1			
				[ 0. -1.  0.  0.  0. -0.  0.  0.]	1			
				[ 0. -0.  0. -0. -1.  0. -1.  1.]	1			
				[-0.  1. -0. -0.  0. -0. -0.  0.]	1			
				[-0. -0.  0. -0.  0. -0.  0.  1.]	1			
				[-0.  0. -0. -0.  0. -0. -1. -0.]	1			
				[-0.  0.  0. -0. -0.  1. -0.  0.]	1			
104	 11.10	 10.45	std	[-0. -0.  0. -1. -0. -0.  0. -0.]	2	 0.47	 0.77	 0.15
				[ 0. -0.  0. -0. -0. -1.  0.  0.]	1			
				[ 0. -0. -1.  1.  1. -0.  0. -1.]	1			
				[-1.  2. -2. -2. -1. -1. -0.  1.]	1			
				[-0.  0. -0.  0. -0.  0. -1. -0.]	1			
				[ 0.  1.  0. -0. -0. -1. -0.  0.]	1			
				[ 0. -0.  0.  0.  1. -1.  1. -0.]	1			
				[ 1. -1. -0. -0. -1. -1. -1. -1.]	1			
				[-1. -1. -0. -1.  0. -1. -0.  1.]	1			
105	 11.36	 10.55	std	[ 0.  1.  0.  0.  0. -0.  0.  0.]	2	 0.34	 0.78	 0.10
				[ 0.  0. -0.  1. -0. -0. -0. -0.]	1			
				[ 0.  0.  0. -1.  0. -0.  0.  0.]	1			
				[-0.  0. -0.  0. -1. -0. -0. -0.]	1			
				[-1. -0. -0. -0. -0.  0. -0.  0.]	1			
				[ 0. -0. -0.  0. -0. -0.  1.  0.]	1			
				[ 0.  0. -0. -0. -0.  0.  0. -1.]	1			
				[ 0.  0.  0. -0.  0. -0. -0.  1.]	1			
				[-0. -1. -0.  1.  1. -0. -1.  1.]	1			
106	 11.62	 10.65	std	[-0. -0. -0.  0. -0. -0.  1.  0.]	2	 0.61	 0.79	 0.29
				[ 0. -0. -2.  0. -0.  1.  1.  2.]	1			
				[-0. -0. -1.  0.  1.  1.  1.  0.]	1			
				[-0.  0. -0.  1. -0.  0. -1.  0.]	1			
				[-0. -1. -0.  1.  0. -1. -1.  1.]	1			
				[ 0. -0. -0.  0.  0.  1. -0.  0.]	1			
				[ 0. -0. -0.  1. -1.  0. -1. -1.]	1			
				[-0. -0. -0. -0. -0.  0. -1.  1.]	1			
				[-0. -0. -0. -0.  0.  0. -1. -0.]	1			
107	 11.90	 10.75	std	[ 1.  1. -1. -1. -1.  0. -0.  0.]	1	 0.51	 0.77	 0.00
				[ 2.  0.  2. -2.  1.  1.  1. -2.]	1			
				[ 0.  0. -0.  0. -0.  1.  1. -1.]	1			
				[ 0. -0.  0. -1. -0. -0. -0.  0.]	1			
				[-0. -0. -0. -1. -1. -0.  1.  0.]	1			
				[-1. -1.  0. -1.  0.  0. -1.  1.]	1			
				[-0. -0. -1.  0. -0. -0. -0. -0.]	1			
				[-2. -2.  2.  1. -2.  1. -1.  0.]	1			
				[-0. -1. -0.  0. -1. -0. -0. -1.]	1			
				[ 0.  0.  0.  1. -0. -0.  0.  0.]	1			
108	 12.17	 10.85	std	[ 1.  1.  1. -0.  0. -1. -0.  0.]	1	 0.56	 0.79	 0.00
				[ 0.  0. -0. -0. -0.  0.  0.  1.]	1			
				[-0. -0. -1.  0. -0.  0.  0.  0.]	1			
				[ 0.  0. -1.  2.  1. -1. -2.  2.]	1			
				[ 0. -0.  0. -0. -0. -0.  1.  0.]	1			
				[-0. -1.  0. -1. -0.  1.  1. -1.]	1			
				[ 0. -0.  0. -1.  0. -0. -0. -0.]	1			
				[ 0.  0.  0. -1.  0. -0. -0. -1.]	1			
				[ 1.  0. -0.  0. -0.  1.  0.  0.]	1			
				[-0.  0.  1.  0.  0. -0. -0.  0.]	1			
109	 12.46	 10.95	std	[ 0.  0. -0.  0. -0.  0.  1. -0.]	2	 0.49	 0.75	 0.18
				[-1.  0.  0.  0. -0. -0. -0. -0.]	1			
				[-1. -1.  0. -0. -0. -1.  0. -0.]	1			
				[-0. -0. -0. -0. -0. -0.  0.  1.]	1			
				[ 0. -1.  1. -0.  0.  0. -1. -1.]	1			
				[-0. -0. -1.  0. -0.  1. -1. -0.]	1			
				[-1. -1. -1.  0. -1. -0.  1.  0.]	1			
				[ 0. -0. -0. -1. -0.  0. -0. -1.]	1			
				[-0. -0. -0. -0. -1.  0.  1.  1.]	1			
110	 12.75	 11.06	std	[ 0. -0.  0.  0. -1.  1. -0. -1.]	1	 0.56	 0.74	 0.00
				[ 0. -0. -0. -1.  0.  0. -0.  0.]	1			
				[ 0. -1.  0.  1.  1.  1. -0. -0.]	1			
				[-0. -0. -1.  0.  0.  0. -0.  0.]	1			
				[-1. -0. -0.  1. -1. -0. -0.  1.]	1			
				[-1.  0. -0. -1. -2. -1.  2. -1.]	1			
				[-1. -0. -1.  2.  2.  0.  1. -2.]	1			
				[-0. -0.  1. -0.  0. -0.  0.  0.]	1			
				[ 1.  0. -0. -0.  1.  1. -0. -1.]	1			
				[ 1.  1. -0. -0. -0. -1.  1.  0.]	1			
111	 13.05	 11.16	std	[-0. -0.  0. -1.  0. -0. -0. -0.]	1	 0.64	 0.77	 0.16
				[ 0.  1.  0. -0.  0.  0.  1. -1.]	1			
				[ 0.  0. -1.  1.  0.  0. -0. -0.]	1			
				[ 1. -1. -2. -0.  1. -0. -2.  0.]	1			
				[ 1. -0. -0. -1. -1.  0. -0.  1.]	1			
				[-0. -0. -0.  0.  0.  1.  1. -0.]	1			
				[-0. -0.  0.  0. -0.  0.  1. -0.]	1			
				[ 1.  0.  0.  0.  0.  0. -0. -0.]	1			
				[ 0. -0.  1. -0.  0.  0.  0.  0.]	1			
				[-0. -0. -0.  0. -0.  0. -0.  1.]	1			
112	 13.35	 11.26	std	[-0. -0. -0. -0.  0.  0.  0. -1.]	1	 0.68	 0.80	 0.11
				[-1. -1.  2.  2. -1. -2.  1.  0.]	1			
				[-0.  0.  1. -0.  1. -1. -0.  0.]	1			
				[ 1.  0. -0.  0.  1.  0.  0.  0.]	1			
				[ 1.  0. -1. -0. -0.  0.  0.  0.]	1			
				[ 0. -0. -1. -0.  0. -0. -0. -0.]	1			
				[-1.  0. -0.  0. -0. -0.  0.  0.]	1			
				[ 1.  1. -0.  1.  0.  0.  1. -1.]	1			
				[ 0.  0.  0.  1.  0. -0.  0. -0.]	1			
				[-0. -0. -0.  0.  1.  1.  1. -0.]	1			
113	 13.67	 11.36	std	[ 1. -0.  1.  0.  1. -0.  1. -0.]	1	 0.72	 0.77	 0.11
				[ 0. -0. -1.  0. -0.  1.  0.  1.]	1			
				[ 0.  0.  0. -0. -1.  0.  1. -0.]	1			
				[-0.  1. -1. -0.  0. -0. -1.  0.]	1			
				[-0.  0. -0.  0.  0.  0. -0. -1.]	1			
				[ 1. -1.  0. -1.  0. -0. -0.  0.]	1			
				[ 1.  0.  0.  0.  0.  0.  0.  0.]	1			
				[-2.  1.  0. -0. -2. -2.  0.  1.]	1			
				[ 1. -1.  0.  0.  0. -1.  0.  1.]	1			
				[-0.  1.  1. -0.  0. -0. -0. -1.]	1			
114	 13.99	 11.46	std	[ 0.  1.  0. -0. -0. -0. -0. -0.]	2	 0.64	 0.78	 0.21
				[ 0.  1. -1.  1. -0. -0. -1.  0.]	1			
				[-0. -1.  0.  0. -0. -0. -0. -0.]	1			
				[ 1. -0.  0. -0. -1.  0. -0. -0.]	1			
				[ 0.  0. -0. -0.  0.  1.  0. -0.]	1			
				[ 0. -0.  0. -0. -1. -0. -1.  0.]	1			
				[ 0. -0.  0.  0. -1. -0.  0. -0.]	1			
				[ 0. -0. -0. -0.  0.  0. -0. -1.]	1			
				[-0. -0. -0.  0.  0. -1. -0.  1.]	1			
115	 14.31	 11.56	std	[ 1. -0. -0.  0. -0. -0. -0.  0.]	3	 0.44	 0.81	 0.23
				[-0. -0.  0.  0.  0.  1. -0.  0.]	1			
				[-0.  0.  1. -0.  0.  0.  0. -0.]	1			
				[ 0. -0. -0. -0. -0. -1.  0. -0.]	1			
				[ 1.  0. -0. -1.  1. -0. -0.  0.]	1			
				[-1.  0.  0.  0.  0.  0. -0.  0.]	1			
				[-1. -0. -1.  1.  0.  0. -1. -1.]	1			
				[-0. -0. -0. -0. -1. -0.  0.  0.]	1			
116	 14.65	 11.66	std	[-0.  0. -0.  1. -0.  0. -0.  0.]	1	 0.46	 0.80	 0.11
				[-0.  0.  0. -0. -0. -0.  1. -0.]	1			
				[ 0. -0.  0.  0. -0.  1.  0.  0.]	1			
				[-1. -0.  0. -0. -0. -0. -0.  0.]	1			
				[-0. -1.  0. -0. -0. -0. -0. -0.]	1			
				[ 0. -0.  1.  0. -0.  0.  0.  0.]	1			
				[ 0. -1. -1.  0.  0.  1.  1.  0.]	1			
				[ 0. -0.  0.  0. -0.  0. -1. -0.]	1			
				[ 1.  0. -0. -0.  0. -0. -0.  0.]	1			
				[-0. -1.  0.  0.  0.  1. -1.  0.]	1			
117	 14.99	 11.76	std	[-0.  0.  1.  0. -0.  0.  0. -0.]	2	 0.58	 0.80	 0.20
				[-0.  1. -0.  0. -0.  0. -0.  0.]	2			
				[ 0. -0. -0. -0.  1.  0. -0. -0.]	1			
				[-0.  2.  2. -0.  1.  2. -0.  1.]	1			
				[ 0. -0.  0.  0. -1. -0.  1.  0.]	1			
				[-0.  0. -0. -1. -0.  0.  0. -0.]	1			
				[ 1. -0.  1. -0. -0.  1. -0.  1.]	1			
				[-1.  0.  0. -0. -1.  1. -0.  1.]	1			
118	 15.34	 11.86	std	[ 0. -0.  0.  0.  0. -1. -0. -0.]	2	 0.47	 0.80	 0.11
				[-0. -1.  0. -0.  0.  0.  0.  0.]	2			
				[-1. -0.  0. -0. -0.  0.  0. -0.]	1			
				[ 0. -0.  0.  0.  0. -0. -0.  1.]	1			
				[ 0.  1.  0. -1. -0. -1.  1.  1.]	1			
				[ 2. -0.  2.  1. -0.  2.  2.  1.]	1			
				[ 0. -0. -1.  1. -1. -0. -1. -1.]	1			
				[-1.  0.  1. -0.  1.  0. -1.  0.]	1			
119	 15.70	 11.96	std	[-0. -1. -0.  1. -1. -0.  0. -1.]	1	 0.47	 0.79	 0.00
				[ 0.  0. -0.  0. -0.  0. -0. -1.]	1			
				[ 1.  0.  0.  0.  0.  0. -0.  0.]	1			
				[ 0.  0.  1. -1. -1. -0.  1.  1.]	1			
				[ 0.  0. -0. -0.  1. -1.  1.  0.]	1			
				[-0.  0.  1.  0.  0. -0.  0. -0.]	1			
				[-0.  0. -0.  0.  0.  1. -0. -0.]	1			
				[-0. -0. -0.  0. -0. -0. -1. -0.]	1			
				[ 0.  0.  0. -1. -0. -0. -0. -0.]	1			
				[-1.  1. -2.  2.  2.  0.  2.  0.]	1			
120	 16.07	 12.06	std	[ 0.  0. -1.  0. -0. -0.  0.  0.]	1	 0.59	 0.78	 0.17
				[-0. -0. -0.  0.  0.  1. -0.  0.]	1			
				[ 0. -0.  0. -0.  0.  0.  1. -0.]	1			
				[ 1.  0. -1. -0. -0. -0. -0.  1.]	1			
				[-1. -0. -1. -0.  1. -0.  1.  0.]	1			
				[-0.  0.  1. -0.  0.  0. -0.  0.]	1			
				[ 0.  0.  0.  0.  0.  0. -0.  1.]	1			
				[-1. -1.  0.  1. -1.  0. -1. -0.]	1			
				[ 0. -0. -0.  1.  0.  1. -0. -0.]	1			
				[-1. -0. -1. -0.  0.  0. -1. -0.]	1			
121	 16.45	 12.16	std	[ 0. -0. -0.  1. -0. -0. -0. -0.]	2	 0.60	 0.75	 0.13
				[-0. -0. -0.  0.  1.  0.  0.  0.]	2			
				[ 0.  1. -0.  0.  0.  0.  0.  0.]	2			
				[-0. -0.  0. -0. -0. -0.  1. -0.]	1			
				[-1. -0. -1.  0. -1.  1. -1. -0.]	1			
				[-0. -0.  1.  0.  0. -0.  0. -0.]	1			
				[ 1. -0. -0. -1.  1.  1.  1. -1.]	1			
122	 16.83	 12.26	std	[-0. -0.  0.  0.  1. -0.  0.  0.]	3	 0.55	 0.79	 0.25
				[-0.  0. -0.  0. -1.  0. -0.  0.]	1			
				[-0. -0. -0.  1. -0.  0.  0.  0.]	1			
				[ 0. -0. -0. -0.  1.  1. -0. -1.]	1			
				[ 0. -1.  0.  1. -0.  0.  1.  1.]	1			
				[-0.  0.  0.  0. -0.  0. -0.  1.]	1			
				[ 0.  0. -0.  0.  0.  0. -1. -0.]	1			
				[ 1. -0. -1.  0.  0.  0. -0.  1.]	1			
123	 17.23	 12.36	std	[ 0.  0. -0.  0. -1.  0.  0.  0.]	2	 0.48	 0.80	 0.19
				[ 0. -0.  0.  0.  0.  1. -1. -0.]	1			
				[-1. -0. -0.  1. -0. -0.  0.  0.]	1			
				[ 0.  0. -0. -1.  1.  1. -1. -0.]	1			
				[ 0. -0. -0. -1.  0. -0.  1. -0.]	1			
				[ 0.  0.  0. -0. -0.  0.  1.  0.]	1			
				[-0.  0. -1.  1. -1. -0.  0. -1.]	1			
				[ 0.  0. -0.  0.  0. -1. -0.  0.]	1			
				[ 0. -0. -0. -1. -0.  0.  0.  0.]	1			
124	 17.63	 12.46	std	[ 0. -0.  0. -1.  0.  0. -0. -0.]	1	 0.65	 0.80	 0.12
				[-1. -0. -0.  0. -0. -0. -0. -0.]	1			
				[-0.  1.  1.  0.  0.  1.  0.  1.]	1			
				[ 0. -0.  1. -0.  1.  1.  1.  1.]	1			
				[-0. -0.  0. -0.  0.  1. -0. -0.]	1			
				[-1. -1. -0. -1.  1.  0.  1.  1.]	1			
				[ 1.  1.  0.  1. -0. -1. -1.  0.]	1			
				[ 0. -0.  0.  0.  0. -0. -1. -0.]	1			
				[-0. -0.  0. -0.  0.  0.  0.  1.]	1			
				[ 0.  0.  0. -0. -1.  0.  0. -0.]	1			
125	 18.04	 12.56	std	[ 0.  0.  1.  0.  0. -0. -0. -0.]	1	 0.51	 0.76	 0.17
				[ 0.  0.  0. -1.  1. -1. -0.  0.]	1			
				[ 1.  1. -1.  0. -1.  1.  1. -1.]	1			
				[-1. -1.  1. -0.  1. -1.  1.  0.]	1			
				[ 1. -0.  1. -1.  0.  1. -1. -0.]	1			
				[-1.  0.  1. -1.  0.  0. -1.  0.]	1			
				[-0.  0. -0. -0.  0.  1. -0.  0.]	1			
				[-0.  0. -1. -0. -0. -0.  0. -0.]	1			
				[ 0.  0. -0. -0. -0. -0. -0. -1.]	1			
				[-1. -0. -0. -0. -0. -0.  0.  0.]	1			
126	 18.46	 12.66	std	[-1.  1.  0.  1.  0. -0. -0.  0.]	1	 0.57	 0.80	 0.00
				[ 0.  0. -0. -0. -0.  1. -0. -0.]	1			
				[ 0. -0. -1.  0.  0. -0. -0. -0.]	1			
				[-0. -1.  0. -0.  0. -0. -0.  0.]	1			
				[ 1. -0. -0. -1.  0.  0. -0. -0.]	1			
				[ 0.  0. -0. -0. -1. -0. -0.  0.]	1			
				[ 0. -0. -0.  0.  1.  0. -0. -0.]	1			
				[ 0.  0. -0. -1.  0. -0. -0.  0.]	1			
				[-1.  0. -1. -0. -0. -0. -0. -0.]	1			
				[ 1. -0. -0.  0. -0.  0.  0. -0.]	1			
127	 18.90	 12.76	std	[ 0.  0.  0.  0.  0. -1.  0.  0.]	2	 0.64	 0.77	 0.18
				[ 1.  0.  1. -0. -0. -0. -1. -0.]	1			
				[-0.  0. -1. -0.  0.  1. -1. -0.]	1			
				[-0. -1. -0. -0.  0. -0. -0. -1.]	1			
				[ 0.  0.  0.  0.  1. -0.  0. -0.]	1			
				[ 0. -1. -0. -0. -0.  0. -0.  0.]	1			
				[-0. -1. -0.  1.  0.  1. -0. -1.]	1			
				[ 0. -0. -0. -1.  0. -0.  0. -1.]	1			
				[-1.  0. -0.  0.  0. -1. -1.  0.]	1			
128	 19.34	 12.86	std	[-0.  0.  0.  0. -1. -0. -0.  0.]	2	 0.58	 0.80	 0.19
				[-1. -1.  0. -1.  0.  1.  1.  0.]	1			
				[ 1. -0. -0. -0. -0.  0.  0.  0.]	1			
				[ 1.  1. -2. -2.  0.  0. -0.  2.]	1			
				[ 0. -0. -0. -0.  0.  1. -0. -0.]	1			
				[-0.  0.  0.  0. -0. -0.  1.  0.]	1			
				[-1. -1.  0. -0. -1.  0. -0.  1.]	1			
				[-0.  0.  0. -0.  0. -1. -0. -0.]	1			
				[ 1. -0. -0. -0. -1.  0. -0.  1.]	1			
129	 19.79	 12.96	std	[ 0.  0. -0. -0. -0. -0. -1. -0.]	1	 0.61	 0.79	 0.08
				[-0. -2.  0.  0.  1.  2.  0.  1.]	1			
				[-0.  1. -1.  1. -0. -1.  0. -1.]	1			
				[ 0. -0. -0.  1. -1. -0. -1. -0.]	1			
				[-0.  1. -0.  0.  0.  0. -0.  0.]	1			
				[-1. -1. -2. -0.  1.  2. -2.  1.]	1			
				[-0. -1.  0. -1.  0.  0.  0.  1.]	1			
				[ 0. -1.  1.  1.  0. -1. -1. -1.]	1			
				[-0. -1. -1. -1.  1. -0. -1. -0.]	1			
				[-1.  0. -0.  0.  0. -0. -0.  0.]	1			
130	 20.26	 13.07	std	[ 0.  0. -1.  1.  0. -0.  0. -0.]	1	 0.60	 0.78	 0.00
				[ 0. -0.  0.  1.  0. -0.  0.  1.]	1			
				[ 0.  0.  0.  0.  0. -1. -0.  0.]	1			
				[ 0.  0.  0.  0. -1.  0. -0.  0.]	1			
				[ 0.  1. -2. -0. -1. -1.  0.  0.]	1			
				[ 0.  0.  1. -0.  0.  0. -0. -0.]	1			
				[ 1.  1. -1.  1.  0.  0. -1.  1.]	1			
				[ 0.  0.  0.  0.  1. -0.  0.  0.]	1			
				[-2.  1.  2.  2. -1.  2. -1.  1.]	1			
				[ 1. -0. -1.  1. -1. -1. -1. -1.]	1			
131	 20.73	 13.17	std	[ 1.  1.  1.  0. -1.  0. -0. -0.]	1	 0.50	 0.80	 0.00
				[ 0. -0.  0.  0.  0.  0.  0. -1.]	1			
				[ 0. -0. -1.  1.  0.  0. -1.  1.]	1			
				[ 1. -0.  0.  0. -1. -0.  0. -0.]	1			
				[-1. -0. -1.  1. -0. -0. -0.  0.]	1			
				[-1. -0.  1. -2.  2. -2. -1.  0.]	1			
				[ 1. -0.  0. -0. -0. -0.  0.  0.]	1			
				[ 0. -0.  0.  0. -0.  1. -0. -0.]	1			
				[ 0. -0.  0.  0. -0. -1.  0. -0.]	1			
				[-1. -0. -0. -0. -0.  0. -0.  1.]	1			
132	 21.21	 13.27	std	[ 0. -0. -0. -0. -1. -0.  0. -0.]	2	 0.48	 0.79	 0.12
				[-1.  0. -0.  1.  1.  1. -0. -1.]	1			
				[-0.  0.  0. -0. -0. -0.  1.  1.]	1			
				[ 0.  0.  1. -0.  0. -0.  0.  1.]	1			
				[-0.  1. -0. -0. -0. -0. -0.  1.]	1			
				[ 0.  0.  0. -0. -0. -0. -0.  1.]	1			
				[ 0. -1. -0.  0. -0.  0. -1. -0.]	1			
				[-0. -1.  1. -0.  0.  0. -1. -1.]	1			
				[ 0.  2.  1. -1. -1. -2.  2. -0.]	1			
133	 21.71	 13.37	std	[ 0. -0.  0. -0.  1.  0. -0. -0.]	2	 0.46	 0.80	 0.15
				[ 0.  0.  0.  0. -0.  0. -0. -1.]	1			
				[ 0. -0. -0. -0. -1.  0.  0. -0.]	1			
				[ 0. -0. -0.  0.  0.  0. -0.  1.]	1			
				[-0. -0.  0. -0. -0. -1.  0.  0.]	1			
				[ 1. -0.  1.  1. -1. -0.  1. -0.]	1			
				[-0.  1. -0. -0. -0. -0. -0. -0.]	1			
				[ 0.  0. -0.  1.  0. -1.  0.  1.]	1			
				[-1.  0.  0. -0.  0. -0. -0.  0.]	1			
134	 22.22	 13.47	std	[ 0.  0. -2.  0.  1.  1.  1. -2.]	1	 0.58	 0.80	 0.00
				[ 0. -0. -1. -1.  1. -0. -1. -1.]	1			
				[ 0. -0.  0. -0.  0. -0.  1.  0.]	1			
				[-0.  0.  0.  0. -0.  0.  0.  1.]	1			
				[-1.  0. -0. -0.  0. -0.  0. -0.]	1			
				[ 1.  1.  0. -0. -1. -1.  0. -0.]	1			
				[ 0. -0.  0.  0.  0. -1.  1.  0.]	1			
				[ 0.  0.  0.  0. -1. -0.  0. -0.]	1			
				[ 0. -0.  0.  0.  0.  0. -1.  1.]	1			
				[-0.  0. -0.  0.  1.  0.  0. -0.]	1			
135	 22.74	 13.57	std	[ 0.  0.  1.  1.  1.  1.  1.  1.]	1	 0.59	 0.80	 0.06
				[-1. -2. -1. -2. -1. -0. -0. -0.]	1			
				[ 0. -1. -0. -0. -0.  0.  1.  0.]	1			
				[-0. -1.  0. -0. -0.  0. -0.  0.]	1			
				[-1.  0. -0.  0. -1.  1. -1.  0.]	1			
				[ 1.  0.  1.  0.  0. -0. -0. -1.]	1			
				[-0. -0.  0. -0. -0. -0.  0. -1.]	1			
				[-1.  1.  1.  0. -2.  0. -0. -2.]	1			
				[ 0. -0. -0. -0. -0. -1. -0.  0.]	1			
				[ 0. -0.  0.  1.  0. -0.  0.  0.]	1			
136	 23.27	 13.67	std	[ 0. -0. -0. -0. -0.  1.  0.  0.]	1	 0.54	 0.79	 0.10
				[ 0.  0.  0.  0.  0. -0.  0. -1.]	1			
				[-1. -0. -1.  0.  2. -1.  0. -0.]	1			
				[-0.  0.  1.  0. -0.  1. -0. -1.]	1			
				[ 0. -1.  0.  0.  0.  0.  0.  0.]	1			
				[-2. -1.  1. -2.  0.  1. -2. -1.]	1			
				[-1. -0.  0. -0. -0.  0. -0.  0.]	1			
				[ 0.  1.  1.  0.  1. -0. -0.  1.]	1			
				[-0.  1.  0.  1.  0. -1.  1.  0.]	1			
				[ 1. -1. -1.  1. -0.  0.  0. -1.]	1			
