nr	P	Pdb	h	a	a_occ	R	time	R_ref
#iterations=10 pstart=0 pend=2 pnum=200 L=4 Ku=4 time_scale=100
				[ 1.  0.  0.  0. -0.  0. -0. -0. -0.  0. -0.  0.]	2			
				[ 0.  1.  1. -0.  0. -0.  0. -0. -0. -1. -0. -0.]	1			
				[-0.  0. -1. -0. -0.  0. -0. -0.  0.  1. -1.  1.]	1			
				[ 0.  0.  0.  0.  0. -0.  0.  0.  0. -0.  0. -1.]	1			
				[ 0.  0.  0.  0. -0.  0.  1. -0.  0. -0.  0.  0.]	1			
				[-0. -0. -0. -0.  0.  0. -0. -0.  0.  0.  1. -0.]	1			
				[ 0. -0. -1. -0.  0. -0.  0. -0.  0.  0.  0.  0.]	1			
104	 11.10	 10.45	std	[-0. -0. -0.  0.  0.  0.  0. -0.  0.  0. -0.  1.]	2	 0.35	 1.19	 0.09
				[ 0.  0. -0.  0.  0. -0. -0. -1.  0.  0.  0. -0.]	2			
				[-1.  1. -1. -1.  0. -1. -1.  0. -1. -0. -0. -1.]	1			
				[ 0.  1.  0.  0.  0. -0.  0. -0.  0.  0.  0. -0.]	1			
				[ 0.  0.  0. -0.  0.  0.  1.  0. -0. -0.  0. -0.]	1			
				[-0.  0. -1. -0.  0.  0. -0.  0. -0. -0.  0. -0.]	1			
				[ 0.  0.  0.  0.  0. -1. -0. -0.  0.  0. -0. -0.]	1			
				[ 0.  0.  0.  0. -1.  0. -0. -0. -0. -0.  0. -0.]	1			
105	 11.36	 10.55	std	[-0. -0. -0. -0. -0.  0. -0. -1.  0. -0.  0. -0.]	1	 0.31	 1.17	 0.06
				[-1.  0. -0. -0.  0.  0.  0.  0. -0. -0. -0.  0.]	1			
				[-2.  0.  1. -1.  2. -1.  2.  1. -2.  1.  2. -1.]	1			
				[ 1.  0. -0.  0. -0. -0.  0. -0.  0. -0.  0.  0.]	1			
				[-1. -0. -0.  0.  0.  0.  1. -1. -0.  0.  0.  0.]	1			
				[-0.  1.  0. -0.  0.  0. -0.  0. -0.  0.  0.  0.]	1			
				[ 0.  0. -0.  0. -0. -0. -0. -0. -0. -0.  0. -1.]	1			
				[-0. -0.  0. -0. -0.  0.  0. -0.  0.  0. -1. -0.]	1			
				[ 0. -2.  1. -2.  2. -1.  0. -1. -0. -1.  2.  1.]	1			
				[-0.  0.  0. -0.  0.  0. -0. -0. -1. -0. -0. -0.]	1			
106	 11.62	 10.65	std	[ 0. -0.  0.  0.  0.  1. -0.  0.  0.  0. -0.  0.]	2	 0.28	 1.16	 0.10
				[-0.  0. -0. -0. -0. -0.  0. -0. -1. -0.  0. -0.]	1			
				[ 0.  0.  0. -0.  0. -0.  0.  0. -0.  0. -0.  1.]	1			
				[ 0. -0. -0.  0.  0.  0. -0. -1.  0.  0.  0.  0.]	1			
				[ 2.  1. -1.  1. -2. -2. -1.  0. -0.  1.  2.  1.]	1			
				[ 1. -0.  0.  0.  0. -0.  0.  0.  0. -0.  0. -0.]	1			
				[ 0.  0.  1. -0. -0.  0. -0. -0. -0. -0.  0. -0.]	1			
				[-1. -0. -0. -0. -0.  0.  0.  0. -0. -0.  0.  0.]	1			
				[ 0. -0.  0.  0. -0. -0.  1. -0. -0. -0. -0.  0.]	1			
107	 11.90	 10.75	std	[-0. -0.  0.  0. -0. -0. -0.  0.  0. -1.  0. -0.]	2	 0.41	 1.22	 0.16
				[-0. -0.  0. -0.  0.  1.  0.  0. -0. -0.  0.  0.]	1			
				[ 0. -0. -0. -0. -0.  0. -1.  0.  0. -0.  0.  0.]	1			
				[-1. -1. -0. -0.  1.  1. -1. -0.  0. -1.  1. -0.]	1			
				[ 0. -0.  0.  0. -0. -1. -0. -0. -0. -0. -0.  0.]	1			
				[ 0.  0.  1. -0.  0. -0. -0.  0.  0. -0. -0. -0.]	1			
				[ 0.  0. -0. -0. -0.  0. -0. -0.  1. -0. -0.  0.]	1			
				[-0.  0.  0. -0.  1.  0. -0. -0.  0.  0. -0.  0.]	1			
				[-0.  0. -0.  0. -0. -0. -0.  1.  0.  0.  0. -0.]	1			
108	 12.17	 10.85	std	[-0.  0.  1.  0.  0. -0. -0.  0. -0. -0. -0. -0.]	2	 0.32	 1.23	 0.09
				[-0.  0.  0.  0.  0. -0. -0. -0.  1.  1. -0. -0.]	1			
				[-0. -0.  0.  1.  0. -0.  0.  1. -0. -0.  1. -0.]	1			
				[-0.  0. -0. -1. -1. -1.  0. -0. -0. -0. -0.  1.]	1			
				[ 1. -1. -0. -0. -0.  0. -0. -0.  0. -0. -0.  1.]	1			
				[ 0. -0. -1. -0.  0.  0.  0.  0.  0. -0. -0.  0.]	1			
				[-0.  0. -0. -1.  0.  0.  0.  0.  0. -0.  0.  0.]	1			
				[ 0.  0. -0.  0. -0. -0. -0. -0. -0.  0. -0.  1.]	1			
				[-0.  0.  0.  0.  0.  0. -1.  0.  0.  0. -0.  0.]	1			
109	 12.46	 10.95	std	[ 0. -0.  0.  0.  0.  0. -0.  1. -0. -0. -0.  0.]	3	 0.34	 1.22	 0.18
				[-0.  0.  1. -0.  0.  0. -0.  0. -0. -0. -0.  0.]	2			
				[-0. -0.  0.  0.  0. -0. -0. -1.  0. -0.  0. -0.]	1			
				[-0.  0.  0. -0.  0.  1. -0. -0. -0.  0. -0. -0.]	1			
				[ 0.  0. -1. -0.  0. -0.  0.  0.  0. -0. -0.  0.]	1			
				[ 1. -1.  1.  1. -0. -0.  0. -0. -0.  0. -0. -1.]	1			
				[ 0. -0. -0.  0. -0. -0. -1. -0. -0.  0.  0.  0.]	1			
110	 12.75	 11.06	std	[ 0. -0. -0. -0.  0.  0. -0. -0. -0.  0. -1.  0.]	2	 0.30	 1.16	 0.13
				[-1. -2. -2. -2.  1.  1.  1. -0. -2.  2.  1.  1.]	1			
				[ 0.  0.  0. -0.  0.  0.  0. -1. -0.  1. -1.  1.]	1			
				[-0.  0.  0. -0. -0. -0.  0. -0.  0.  0.  1.  0.]	1			
				[ 0.  0.  0. -0.  0.  0. -0. -1. -0.  0. -0. -0.]	1			
				[ 0.  0.  0. -0. -0. -0. -0.  0. -1. -0.  0.  0.]	1			
				[-0.  0. -0.  1. -0. -0. -0.  0.  0. -0. -0.  0.]	1			
				[ 0. -0.  0.  0. -0.  1. -0.  0. -0. -0.  0. -0.]	1			
				[-0.  0. -0. -1. -0. -0.  0.  0. -0.  0. -0. -0.]	1			
111	 13.05	 11.16	std	[-0. -1. -0.  0. -0. -0. -0.  0.  0. -0. -0. -0.]	2	 0.30	 1.17	 0.14
				[-0. -0. -0. -0. -0. -0.  0.  0. -1.  0. -0. -0.]	2			
				[ 1. -0. -1.  0. -1.  1. -1. -1.  0. -0.  0. -1.]	1			
				[-0.  1.  0.  1. -0.  0.  1.  0.  1.  1.  0.  0.]	1			
				[ 0.  0. -0. -0.  0. -0. -0.  0.  0. -0. -1.  0.]	1			
				[ 0. -0. -0. -0.  0.  0.  0.  1. -0.  0. -0. -0.]	1			
				[-0.  1.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.]	1			
				[-0.  0. -0.  0. -0.  0. -1.  0.  0.  0.  0. -0.]	1			
112	 13.35	 11.26	std	[-1.  0.  0. -0.  0.  0.  0. -0. -0. -0.  0. -0.]	2	 0.30	 1.15	 0.09
				[ 0.  0.  0. -0.  0.  0.  0.  0. -1. -0. -0.  0.]	2			
				[-0.  1.  0.  0. -0. -0. -0.  0.  0.  0.  0. -0.]	1			
				[-1. -0.  0. -0.  0.  1. -0.  0. -0.  0.  0.  0.]	1			
				[-0. -0. -0.  0.  0.  0. -1.  0. -0.  0.  0.  0.]	1			
				[ 0. -0.  0.  1.  1. -1. -0.  0. -1. -0.  1.  0.]	1			
				[ 0. -0.  0.  0.  0.  1. -0. -0. -0.  0.  0. -0.]	1			
				[ 0. -0. -0. -0. -0. -1.  0. -0.  0.  0. -0. -0.]	1			
113	 13.67	 11.36	std	[-0. -0.  0. -0.  0. -0.  1.  0. -0. -0. -0.  0.]	1	 0.33	 1.21	 0.11
				[ 0.  0. -0.  0.  0. -1.  0. -0.  0. -0.  0.  0.]	1			
				[ 0.  0.  0. -0. -0. -0. -0. -0.  0. -0. -1.  0.]	1			
				[-0. -0. -1.  0.  1. -1.  1.  1.  0.  0. -0.  0.]	1			
				[ 0. -1. -0. -0. -0.  0.  0.  0.  0. -0. -0.  0.]	1			
				[-0. -0. -1. -0. -0.  0. -0.  0.  0.  0.  0. -0.]	1			
				[ 0.  0.  0. -0. -0. -0. -0.  0.  0.  1. -0.  0.]	1			
				[-0. -0. -0. -0. -0. -0.  0.  1.  0. -0. -0. -0.]	1			
				[-0.  1.  0.  0. -0.  0. -0. -0. -0.  0. -0.  0.]	1			
				[-0. -0.  0. -0.  0.  0.  0. -0. -1.  0.  0.  0.]	1			
114	 13.99	 11.46	std	[-0. -0. -0. -0.  0. -0. -1.  0.  0.  0. -0. -0.]	2	 0.38	 1.26	 0.15
				[ 0. -0.  0. -0. -1.  0. -0. -0. -0. -0.  0. -0.]	2			
				[-0.  0.  1. -0.  0.  0.  0.  0. -0.  0.  0. -0.]	2			
				[-1. -0. -1. -0. -0.  0. -0. -0.  0.  0.  0.  0.]	1			
				[ 0.  0.  0. -1. -0.  0.  1.  1. -0. -0. -1. -0.]	1			
				[-0. -0. -0. -0. -0.  1. -0. -0. -0.  0.  0.  0.]	1			
				[ 0. -0.  0. -0. -0. -0.  0.  0.  0. -0.  0. -1.]	1			
115	 14.31	 11.56	std	[-1. -0.  0. -0. -0. -0. -0. -0. -0. -0.  0. -0.]	2	 0.33	 1.23	 0.08
				[ 0. -0. -0. -0.  0. -0. -0.  0.  0.  0.  1. -0.]	1			
				[-0.  0. -1. -1.  0. -0. -0.  1.  0. -0. -0. -0.]	1			
				[-0.  0.  0. -0. -1. -0. -0. -0. -0.  0.  0. -0.]	1			
				[-0. -0.  0. -0.  0.  0.  1.  0.  0. -0. -0. -0.]	1			
				[-0.  0. -0. -0. -0.  0.  0.  0.  0.  0. -1.  0.]	1			
				[-0.  0.  1.  0.  0. -0. -0. -0. -0.  0.  0.  0.]	1			
				[-0. -0. -0.  0. -0.  1. -0. -0.  0. -0.  0. -1.]	1			
				[ 0. -2. -1.  0.  1.  0.  0. -1. -2. -2. -1.  0.]	1			
116	 14.65	 11.66	std	[-0.  0.  0. -0.  0. -0.  0. -0. -0. -0.  1. -0.]	3	 0.35	 1.19	 0.17
				[-0.  0.  0. -0.  0. -0. -0.  0. -0.  1. -0. -0.]	1			
				[-0. -0. -0. -0. -0.  0.  0.  0. -1.  0. -0. -0.]	1			
				[-0. -0. -0.  0. -0. -0. -0.  0.  0. -1. -0.  0.]	1			
				[ 0. -0. -0. -0. -0. -1. -0. -0.  0.  0.  0. -0.]	1			
				[ 1.  0. -0. -0.  0. -0. -0.  0. -0.  0. -0. -0.]	1			
				[ 0.  0. -0. -0.  0. -0.  0. -1.  0. -0. -0.  0.]	1			
				[-0. -0. -0.  0. -0. -0.  0. -0. -0. -0. -1. -0.]	1			
117	 14.99	 11.76	std	[ 0.  0. -0. -0.  0. -0.  0.  0. -0.  0. -1. -0.]	2	 0.33	 1.21	 0.08
				[ 0. -0. -0. -0. -0.  0.  0.  1.  0. -0. -0. -0.]	2			
				[ 0.  0.  0.  0. -0.  0. -0.  0.  1.  0. -0. -0.]	1			
				[ 0. -0. -1.  0. -0.  0. -0.  0. -0. -0.  0. -0.]	1			
				[-1. -0. -0. -0.  0. -0. -0.  0.  1. -1.  0. -0.]	1			
				[ 2. -1.  0. -1.  0.  2.  2. -1. -1. -0.  2. -0.]	1			
				[-0. -0.  0.  1. -0.  0.  0. -0.  0. -0.  0.  0.]	1			
				[-0.  0.  0.  0.  0. -1.  0. -0.  0. -0.  0.  0.]	1			
118	 15.34	 11.86	std	[-0. -1.  0. -0.  0. -0. -0. -0.  0. -0. -0. -0.]	3	 0.34	 1.20	 0.14
				[-0. -0.  0. -0. -0. -0.  1.  0.  0.  0.  0.  1.]	1			
				[-0. -0.  0. -0.  0. -0.  0.  0. -1.  0. -0.  0.]	1			
				[-0. -0. -0.  0. -0. -0.  0. -0. -0.  0. -0. -1.]	1			
				[ 0.  0.  0. -1. -0.  0.  0. -0. -0.  0.  0. -0.]	1			
				[ 0. -0.  0.  0. -0. -0. -0.  0. -0.  1. -0.  0.]	1			
				[-0.  0.  1. -0. -0. -0.  0. -0. -0.  0. -0.  0.]	1			
				[ 1. -0.  1.  0. -0. -0. -0. -0. -0.  1. -0. -0.]	1			
119	 15.70	 11.96	std	[ 1. -0. -0.  0. -0. -0.  0. -0. -0. -0. -0.  0.]	2	 0.28	 1.22	 0.10
				[ 0.  0.  0.  0. -0.  0.  0. -0.  1. -0. -0. -0.]	2			
				[ 2. -1. -2.  1. -2. -2.  2.  1.  0.  2. -1.  1.]	1			
				[-0. -0. -0. -0.  0. -0. -1.  0.  0. -0. -0. -0.]	1			
				[-0.  0.  0.  0.  0. -0.  0.  0. -1.  0. -0.  0.]	1			
				[-0.  0. -0. -0. -0. -0.  0.  1.  0. -0. -0. -0.]	1			
				[ 0.  0.  0.  0. -0. -0.  0.  0. -0.  1.  0.  0.]	1			
				[ 0.  0.  0. -0. -0. -1.  0.  0.  0.  0. -0. -0.]	1			
120	 16.07	 12.06	std	[-0. -0. -1.  0. -0. -0.  0.  0.  0. -0.  0.  0.]	2	 0.40	 1.24	 0.08
				[ 0.  0. -0.  0. -0. -0.  0. -0.  0. -1.  0.  0.]	2			
				[ 0. -1. -0.  0. -0.  0.  0. -0.  0. -0. -0.  0.]	1			
				[-0. -0.  0.  0. -1.  0.  0.  0.  0.  0. -0.  0.]	1			
				[ 1.  0.  0. -0.  0.  0.  0. -0. -0. -0.  0. -0.]	1			
				[ 0. -0.  0.  0.  0. -0. -0. -0. -1. -1.  0. -0.]	1			
				[-2. -1. -1.  0. -1. -2. -2.  0.  0.  0.  0.  0.]	1			
				[ 1.  0.  0.  1.  1. -0. -1. -0.  0. -1.  1. -1.]	1			
121	 16.45	 12.16	std	[-0.  0.  0.  0.  0.  1. -0.  0.  0.  0.  0. -0.]	1	 0.36	 1.21	 0.10
				[-0. -0. -0. -1. -0.  0.  0.  0.  0.  0.  0. -0.]	1			
				[ 0. -0.  0. -0.  0.  0. -0.  0.  0. -0. -0.  1.]	1			
				[ 0. -0. -0. -0. -0. -0.  0. -0. -1.  0. -0.  0.]	1			
				[-0. -0. -0.  0.  0. -0. -0. -1.  0.  0. -0. -0.]	1			
				[-2. -1.  0.  1. -2. -1.  1.  2. -1.  0. -2.  2.]	1			
				[-0. -1. -0.  0. -0.  0.  0.  0. -0. -0. -0.  0.]	1			
				[-1.  1. -1.  0.  1.  1. -1. -0. -1. -1. -1.  1.]	1			
				[ 0. -0. -0. -0. -0. -0. -0.  1. -0.  0. -0.  0.]	1			
				[-0. -1.  0. -0. -0.  1. -1.  1.  0.  1.  1.  1.]	1			
122	 16.83	 12.26	std	[-1. -0. -0.  0.  0.  0. -0.  0. -0. -0.  0. -0.]	2	 0.31	 1.24	 0.13
				[ 0.  0.  0. -0.  0.  0. -0. -0. -0. -0.  0.  1.]	1			
				[-0. -0. -0.  0.  0. -0.  1.  0.  0. -0.  0.  0.]	1			
				[-1.  0. -0. -1.  1. -0.  0.  0.  0. -1. -0.  0.]	1			
				[-0.  0. -0. -0. -0. -0.  0.  0. -0. -0.  1. -0.]	1			
				[ 2. -2. -1.  1.  0.  1. -0. -2.  2. -1. -2. -2.]	1			
				[ 1.  0.  0. -0.  0. -0.  0.  0.  0.  0. -0.  0.]	1			
				[ 0.  0.  0.  0. -1. -0. -0.  0.  0.  0. -0.  0.]	1			
				[ 0.  0. -0. -0.  0. -0.  0.  1.  0. -0.  0. -0.]	1			
123	 17.23	 12.36	std	[ 0.  0. -0.  0.  1.  0.  0.  0.  0. -0.  0.  0.]	2	 0.31	 2.93	 0.09
				[-1.  0.  0.  0. -0. -0.  0. -0.  0. -0. -0.  0.]	1			
				[-0. -0. -0.  0.  0.  0.  0.  0. -0. -0.  1. -0.]	1			
				[-0.  0. -0.  0. -0. -0.  1. -0. -0. -0. -0.  0.]	1			
				[ 1. -0. -0.  0. -1. -0. -0.  0. -1. -1.  0. -1.]	1			
				[-0. -0.  0.  0.  0. -0. -0.  1.  0. -0. -0.  0.]	1			
				[ 0. -0. -0.  0.  0.  1. -0.  0.  0.  0.  0. -0.]	1			
				[-0.  0.  0. -1.  0.  0.  0. -0.  1. -1.  0. -0.]	1			
				[-0.  0. -0.  1. -0.  0.  0.  0.  0.  0. -0. -0.]	1			
124	 17.63	 12.46	std	[-0.  0.  0. -1. -0. -0. -0. -0.  0.  0.  0.  0.]	1	 0.36	 1.21	 0.11
				[-0. -0.  0.  0.  1.  1.  0.  0. -0.  0.  0.  0.]	1			
				[ 0.  0.  0.  0. -0. -0. -0.  0.  1. -0. -0.  0.]	1			
				[-1. -0. -0. -0. -0. -0. -0.  0.  0.  0. -0. -0.]	1			
				[-0. -0.  0.  0. -0. -0.  0. -0. -0.  0. -1. -0.]	1			
				[ 0.  0. -0.  1. -0.  0. -0. -0. -0.  0. -0.  0.]	1			
				[-0. -0. -0. -0.  0. -0.  0.  0.  0.  0. -0.  1.]	1			
				[-0.  0.  0.  0. -1. -0. -0.  0.  0. -0.  0.  0.]	1			
				[-0.  0.  0.  0.  0.  1.  0. -0.  0. -0. -0. -0.]	1			
				[-0. -0.  1. -0.  0. -0.  0. -0.  0.  0. -0.  0.]	1			
125	 18.04	 12.56	std	[-1. -0.  0. -0.  0.  0. -0.  0. -0.  0.  0.  0.]	2	 0.34	 1.23	 0.16
				[ 1.  1. -1. -1. -1.  0.  0.  1. -0.  1.  0.  0.]	1			
				[-0.  0.  0.  0. -0.  0.  0. -0.  1. -0. -0.  0.]	1			
				[ 0.  0.  1. -0.  0. -0. -0. -0.  0.  0. -0. -0.]	1			
				[-0.  0. -0.  0. -0. -0.  0.  0. -0.  0. -0. -1.]	1			
				[-0.  0. -1.  0.  0. -0.  0.  0.  0.  0.  0. -0.]	1			
				[ 0. -0.  0.  0.  0. -0. -0.  0. -0. -0.  1. -0.]	1			
				[-0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -0. -0.]	1			
				[ 1. -1.  1.  1.  1. -1. -1.  0.  1. -1.  0.  0.]	1			
126	 18.46	 12.66	std	[ 0.  0.  0. -0. -1. -0. -0.  0.  0.  0. -0. -0.]	2	 0.31	 1.25	 0.12
				[-0.  0.  0.  0. -0. -1. -0.  0.  0. -0. -0. -0.]	1			
				[-0. -0.  0.  0. -0. -0. -0. -0. -0.  0. -0.  1.]	1			
				[-1. -1. -2.  2. -1.  0. -0. -2.  0.  2. -2.  0.]	1			
				[ 0. -0.  0. -1.  0.  0. -0.  0. -0. -0. -0. -0.]	1			
				[-0.  0.  0.  0.  0.  0.  0. -0. -0. -1. -0. -0.]	1			
				[-0. -0. -0. -0.  1.  0. -0. -0.  0.  0. -0. -0.]	1			
				[-0. -0.  0. -0. -0. -0.  0.  0.  1. -0.  0. -0.]	1			
				[-0.  0.  0.  0. -0.  0. -0. -1. -0. -0.  0.  0.]	1			
127	 18.90	 12.76	std	[ 0. -0. -1.  0.  0.  0. -0.  0. -0. -0.  0.  0.]	1	 0.37	 1.24	 0.08
				[-0.  0. -0. -1.  1. -0.  0. -0. -0. -0.  0.  1.]	1			
				[-1.  0.  0. -0.  0.  0.  0. -0. -0.  0.  0.  0.]	1			
				[-0. -0. -0. -0. -0.  0.  0. -0.  0.  0.  1. -0.]	1			
				[-0. -0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.]	1			
				[ 1. -0.  0. -0. -0. -1.  0. -1.  0.  0.  1.  0.]	1			
				[ 0. -0.  0. -0.  0. -0.  0. -0.  0.  1. -0. -0.]	1			
				[ 0. -0. -0. -0. -1. -0.  0.  0. -0.  0.  0. -0.]	1			
				[-0. -0. -0. -0. -0.  0.  0.  0. -1.  0.  0. -0.]	1			
				[ 1.  0.  1. -0.  0.  0.  0.  1. -1.  1. -0.  1.]	1			
128	 19.34	 12.86	std	[-1.  0.  0.  0. -0.  0. -0. -0. -0. -0.  0. -0.]	2	 0.32	 1.25	 0.08
				[ 0. -0. -0.  1.  0.  1. -0.  0.  0.  0.  0.  1.]	1			
				[ 0.  1. -0. -0.  0.  0.  0. -0.  0.  0. -0.  0.]	1			
				[ 0.  0. -0. -0. -0. -0. -0. -0. -0.  0. -1. -0.]	1			
				[-0. -0.  0.  0. -0.  0. -0. -1. -1.  0.  0. -1.]	1			
				[-0. -1. -0.  0. -0. -0. -0. -0. -1.  1.  0. -0.]	1			
				[ 0. -0. -0. -0.  1. -0.  0. -0. -0. -0. -0.  0.]	1			
				[-0.  0.  0. -0. -0. -0.  1.  0.  0. -0.  0.  0.]	1			
				[ 0.  0.  0.  0. -0. -0. -0.  0.  0.  0.  1. -0.]	1			
129	 19.79	 12.96	std	[ 0.  0. -0. -0. -0. -1. -0. -0.  0.  0.  0. -0.]	2	 0.31	 1.26	 0.07
				[-0.  0. -0. -0. -1.  0.  0.  0.  0. -0. -0. -0.]	2			
				[ 0.  0. -0. -0. -0. -0.  1. -0.  0.  0.  0.  0.]	1			
				[-1.  0.  0.  0. -0. -1. -1. -0. -0.  1. -1.  1.]	1			
				[-0. -0.  0. -0.  1.  0.  0.  0.  0. -0.  0.  0.]	1			
				[ 0.  0. -1. -0.  0. -0. -1.  0. -0.  1. -0. -0.]	1			
				[-1.  0.  0.  0.  0. -0. -0.  0. -0.  0. -0.  0.]	1			
				[ 0. -0. -0.  0. -0. -0. -0.  0.  1. -0.  0. -0.]	1			
130	 20.26	 13.07	std	[ 0.  0.  0. -0. -0.  0. -0. -0. -0.  0.  1.  0.]	2	 0.33	 1.24	 0.07
				[-0.  0. -0.  0. -1. -1. -0. -0.  0. -0. -0. -0.]	1			
				[ 2. -2. -2. -1. -2.  1. -1.  1. -2. -1.  0.  0.]	1			
				[ 0. -0.  0.  0. -0.  1. -0. -0.  0. -0. -0. -0.]	1			
				[ 0.  0. -0. -0.  0.  0.  1.  0. -0.  0.  0. -0.]	1			
				[-1. -1. -0.  1.  1. -0.  0. -1.  1.  0.  1.  1.]	1			
				[-0. -0.  0.  0. -0.  0.  0. -0. -1. -0. -0. -0.]	1			
				[-0.  0. -0. -1. -0.  0.  0. -0.  0. -0. -0.  0.]	1			
				[ 0.  0.  1. -0.  0. -0. -0. -0. -0.  0. -0.  0.]	1			
131	 20.73	 13.17	std	[ 0.  0.  0. -1.  0. -0. -0.  0. -0. -0. -0. -0.]	2	 0.33	 1.24	 0.12
				[ 0. -1.  0.  1.  0.  0. -0.  0. -0.  1. -1. -1.]	1			
				[-1. -1. -0.  1. -0. -2.  2. -2.  1.  1.  2. -0.]	1			
				[ 0.  1.  1.  0. -0.  1.  1.  0. -0. -0. -0.  1.]	1			
				[-1. -0.  1.  1. -0. -1.  1.  1. -0. -0.  1.  1.]	1			
				[-0. -0. -0.  0. -0. -0.  0.  1. -0.  0.  0.  0.]	1			
				[-1.  0.  1. -1. -0.  1.  0. -1.  1.  1.  0.  1.]	1			
				[ 0.  0. -0. -0.  1.  0.  0. -0. -0.  0.  0. -0.]	1			
				[ 0. -0.  0.  0. -0.  1.  0.  0.  0. -0.  0.  0.]	1			
132	 21.21	 13.27	std	[ 0.  0. -0.  0. -0.  0.  0.  0. -0.  1.  0. -0.]	2	 0.38	 1.26	 0.11
				[ 0.  0.  0.  0. -0.  0. -0.  0.  1. -0.  0.  0.]	1			
				[ 0.  0.  0.  0.  0. -0. -0. -1.  0. -0.  0. -0.]	1			
				[ 0. -0. -0.  0. -1.  0. -0. -0. -0.  0.  0.  0.]	1			
				[ 0. -0.  0.  0.  1. -0. -0. -0. -0.  0.  0.  0.]	1			
				[-0. -0. -0. -0.  0. -0. -0. -0.  0.  0.  1.  0.]	1			
				[ 0.  0.  0.  0. -0.  0.  0.  1. -0.  0. -0. -0.]	1			
				[ 1. -0. -0.  0. -0. -0. -1. -1.  0. -0.  1.  1.]	1			
				[ 0.  1.  0.  0. -0. -0.  0.  0. -0.  0.  0. -0.]	1			
133	 21.71	 13.37	std	[-0.  1. -0.  0.  0. -0. -0.  0.  0.  0.  0.  0.]	1	 0.38	 1.26	 0.14
				[ 1. -0.  0.  0. -0.  0. -0.  0. -0.  0. -0. -0.]	1			
				[ 0. -0. -0.  0.  0.  0.  0.  1. -0.  0. -0. -0.]	1			
				[-0.  0.  0.  1. -0.  0.  1.  0.  0. -0. -0. -0.]	1			
				[-0. -1.  0.  0. -0.  0.  0. -0.  0. -0. -0. -0.]	1			
				[-0. -0.  0.  0. -0.  0.  0.  0. -0.  0.  0.  1.]	1			
				[-0. -0. -0. -0. -0.  1. -0. -0.  0. -0. -0.  0.]	1			
				[ 0. -0. -1.  0.  0. -0.  0.  0.  0.  0. -0.  0.]	1			
				[-2. -2.  2.  1.  0.  0.  0. -1.  1. -1. -0. -0.]	1			
				[ 0. -0. -0.  0. -0.  0. -1.  0.  0. -0. -0.  0.]	1			
134	 22.22	 13.47	std	[ 0.  0.  0. -1. -0. -0. -0. -0. -0.  0. -0. -0.]	1	 0.32	 1.26	 0.12
				[-0.  0. -0.  0.  1. -0. -0.  0.  0.  0.  0.  0.]	1			
				[-0. -0. -0. -0.  0.  0.  0. -0.  1. -0.  0.  0.]	1			
				[-1. -0. -0.  0. -1. -0. -0.  1. -1.  0.  1.  1.]	1			
				[ 0.  0. -0. -0. -0.  0.  0.  0. -0.  0. -0. -1.]	1			
				[ 0.  0. -0.  0. -0. -0. -0. -0. -1. -0. -0. -0.]	1			
				[ 0. -0. -1. -0.  0.  0.  0.  1.  1. -0.  0.  1.]	1			
				[-0. -0. -0.  1. -0. -0. -0.  0. -0. -0. -0. -0.]	1			
				[-0. -0. -0. -0. -0.  0. -0.  0.  0. -1. -0.  0.]	1			
				[ 0.  0. -0.  0. -0.  1. -0.  0. -0. -0.  0.  0.]	1			
135	 22.74	 13.57	std	[ 1. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	2	 0.31	 1.25	 0.10
				[ 2.  1. -0. -2.  0.  0. -1.  0.  2.  2. -1.  2.]	1			
				[-0.  0.  0.  0. -0. -0.  0. -0.  0.  0. -0.  1.]	1			
				[ 0. -0. -0. -0.  0. -0.  0. -1. -0.  0.  0.  0.]	1			
				[ 0. -0.  0.  0.  1. -0. -0. -0.  0. -0. -0.  0.]	1			
				[-0. -0. -0.  0. -0.  1. -0.  0. -0.  1.  1. -1.]	1			
				[-1. -0. -1.  0.  0. -1.  1.  1.  0.  0. -1. -1.]	1			
				[-0.  0. -1.  0. -0. -0.  0. -0. -0. -0. -0. -0.]	1			
				[ 0. -0.  1. -1. -0. -1. -0.  1.  0. -1.  1.  1.]	1			
136	 23.27	 13.67	std	[-0.  0.  1. -0.  0.  0. -0. -0. -0. -0. -0.  0.]	2	 0.28	 1.24	 0.10
				[ 1.  0.  0. -0.  0.  0.  0. -0. -0.  0. -0.  0.]	1			
				[ 0.  0. -0.  0.  1.  0.  0. -0. -0. -0.  0.  0.]	1			
				[ 0. -0.  0.  0.  0. -0.  1.  0.  0.  0. -0. -0.]	1			
				[ 0.  1.  0.  0. -0. -0. -0. -0. -0.  0.  0.  0.]	1			
				[ 0. -0. -0. -0.  0.  1. -0.  0. -0. -0.  0.  0.]	1			
				[ 1.  1. -1.  1. -1.  1.  0.  0. -1. -0. -0. -0.]	1			
				[ 0. -1. -0. -1.  0. -1.  0.  0.  0.  0. -0. -0.]	1			
				[ 0.  0. -0.  0. -0. -0. -0.  0.  1. -0. -0.  0.]	1			
137	 23.82	 13.77	std	[-0. -0. -0. -0. -0.  0.  0.  1. -0.  0.  0.  0.]	2	 0.29	 1.26	 0.10
